"","code","name","stock"
"43599","00241236","씨엘인터내셔널","037340"
"43656","00865382","트러스와이제7호위탁관리부동산투자회사","140890"
"44017","00149877","중앙바이오텍","015170"
"44290","00123514","보진재","030950"
"44752","01139266","로스웰","900260"
"44830","01168143","골든센츄리","900280"
"44896","01018954","제이에스피브이","250300"
"44957","01169434","오가닉티코스메틱","900300"
"45018","00921475","자비스","230400"
"45149","01199985","미래에셋대우기업인수목적1호","265480"
"45203","00619020","세종머티리얼즈","135270"
"45213","01179839","신한제3호기업인수목적","257730"
"45284","01095397","줌인터넷","229480"
"45306","01051339","한국비엔씨","226610"
"45341","01113277","인프라웨어테크놀러지","247300"
"45342","01197428","한화에이스기업인수목적3호","264290"
"45389","00252755","씨앤케이인터내셔널","039530"
"45485","00764807","골프존데카","183410"
"45512","00356370","LG생활건강","051900"
"45559","01181940","아이엘사이언스","122050"
"45798","00580180","포인트엔지니어링","176560"
"45878","00473400","한컴지엠디","077280"
"45980","00553025","데이터스트림즈","199150"
"46194","00100717","아이이","023430"
"46270","00261285","한국가스공사","036460"
"46302","00503899","사조해표","079660"
"46476","00133317","에스티씨라이프","026220"
"46638","01201581","한화수성기업인수목적","265920"
"46666","00200956","현대정보기술","026180"
"46737","01111570","에스케이제3호기업인수목적","232330"
"46870","01113781","영현무역","242850"
"46877","01212383","엔케이맥스","262760"
"47224","01194759","대신밸런스제4호기업인수목적","262830"
"47234","00165583","E1","017940"
"47446","01363924","한국미라클피플사","331660"
"47498","01037542","바이옵트로","222160"
"47578","00872850","비지스틸","179440"
"47760","00147222","전방","000950"
"48150","00527880","썬테크놀로지스","122800"
"48244","00145260","율촌화학","008730"
"48458","01077577","우리산업","215360"
"48460","00117638","동양텔레콤","007150"
"48463","99999999","금감원(테스트)","999980"
"48473","00144164","SK가스","018670"
"48775","00992871","종근당","185750"
"48897","01063963","유쎌","252370"
"48957","00656340","소프트캠프","210610"
"49156","00397289","오텍","067170"
"49189","01194892","알로이스","271400"
"49332","00384887","에이테크솔루션","071670"
"49615","00222806","에임하이글로벌","043580"
"49630","01234525","한국제5호기업인수목적","271740"
"49672","00389679","해피드림","065180"
"49705","00133858","세방전지","004490"
"49755","00526465","동북아13호선박투자회사","083380"
"49882","00324104","디케이씨","047440"
"49904","01010110","더블유게임즈","192080"
"49912","00181712","SK","034730"
"49991","00410678","다린","204690"
"50038","00119672","두올","016740"
"50041","00137809","신화실업","001770"
"50143","00291152","디비엘","041500"
"50387","00830447","수프로","185190"
"50517","01067516","골프존","215000"
"50600","00970453","파마리서치프로덕트","214450"
"50601","00595243","엔스퍼트","098400"
"50848","00106614","기신정기","092440"
"50956","00203582","한솔홈데코","025750"
"51018","00107987","남해화학","025860"
"51033","00378363","3S","060310"
"51044","00930321","하이골드오션8호국제선박투자회사","159650"
"51062","00268011","일레덱스홀딩스","033550"
"51119","00104768","가온전선","000500"
"51150","00599151","SV인베스트먼트","289080"
"51168","00307037","더스텔라","065310"
"51219","00695464","차이나그레이트스타인터내셔널리미티드","900040"
"51245","00157104","대동전자","008110"
"51404","01245062","코오롱티슈진","950160"
"51413","00123152","보루네오가구","004740"
"51415","00828497","한미약품","128940"
"51452","01086812","케미메디","205290"
"51576","00165361","휴코드","036840"
"51626","00125576","체시스","033250"
"51692","00490090","이지케어텍","099750"
"51709","01060744","한솔제지","213500"
"51723","00255619","강원랜드","035250"
"51737","01412725","두산퓨얼셀","336260"
"51826","00241209","모아텍","033200"
"51827","00631518","SK이노베이션","096770"
"51879","00961136","씨티네트웍스","189540"
"51916","00893923","이푸른","185280"
"51935","00838500","엘브이엠씨","900140"
"51936","00938688","SBI핀테크솔루션즈","950110"
"52173","00530796","미성포리테크","094700"
"52238","00343127","자유투어","046840"
"52268","00110875","대신정보통신","020180"
"52309","00108241","농심","004370"
"52458","00671437","파인넥스","123260"
"52462","00159564","한국주강","025890"
"52464","00362858","예스24","053280"
"52465","00155638","피에스텍","002230"
"52466","00441128","아리온","058220"
"52467","00116408","동신건설","025950"
"52485","01214743","더네이쳐홀딩스","298540"
"52504","01276026","지놈앤컴퍼니","314130"
"52518","00878915","DGB금융지주","139130"
"52536","00140858","영신금속","007530"
"52537","00185505","제일바이오","052670"
"52538","00133751","세명전기","017510"
"52540","00109268","대동스틸","048470"
"52541","00412348","엘비세미콘","061970"
"52573","00238001","블루콤","033560"
"52595","00814786","스카이이앤엠","131100"
"52598","00133557","PN풍년","024940"
"52599","00353878","다스코","058730"
"52600","01137383","카카오게임즈","293490"
"52601","00652159","코오롱머티리얼","144620"
"52602","00149239","조일알미늄","018470"
"52603","00107677","비비안","002070"
"52604","00126478","삼성중공업","010140"
"52605","00447928","네오티스","085910"
"52606","00127158","씨아이테크","004920"
"52607","00695969","동운아나텍","094170"
"52608","00109824","대림통상","006570"
"52610","00176914","다우기술","023590"
"52611","01063884","이디티","215090"
"52659","00258801","카카오","035720"
"52660","00295857","코다코","046070"
"52661","00369657","리노공업","058470"
"52662","00140566","한탑","002680"
"52665","00638487","파수","150900"
"52666","00186717","태양","053620"
"52667","00147772","정원엔시스","045510"
"52668","00101752","케이씨피드","025880"
"52676","00405320","웹젠","069080"
"52697","00493510","뉴프렉스","085670"
"52702","00664048","우리넷","115440"
"52705","01267967","마이크로디지탈","305090"
"52729","00665630","테라텍","151750"
"52745","00157070","한국단자공업","025540"
"52748","00361488","텔코웨어","078000"
"52749","00828789","대성산업","128820"
"52750","00592653","유비벨록스","089850"
"52751","00540429","휴림로봇","090710"
"52752","00265041","KCI","036670"
"52761","00181934","포스코플랜텍","051310"
"52777","00121570","문배철강","008420"
"52778","00350048","오성첨단소재","052420"
"52779","00178851","동양에스텍","060380"
"52780","00152783","코메론","049430"
"52782","01042775","만도","204320"
"52813","00204642","티비씨","033830"
"52814","00112165","디아이씨","092200"
"52815","00137012","에스앤더블류","103230"
"52816","00295370","에이아이비트","039230"
"52820","00146083","일동홀딩스","000230"
"52821","00759294","와이솔","122990"
"52854","00217947","신세계건설","034300"
"52860","00536329","디지탈옵틱","106520"
"52883","00994994","나노","187790"
"52886","00306870","손오공","066910"
"52890","00147994","새로닉스","042600"
"52909","00297934","피씨디렉트","051380"
"52932","00872452","에이치엔티","176440"
"52933","00125965","삼본전자","111870"
"52934","01067808","넵튠","217270"
"52935","00113492","깨끗한나라","004540"
"52936","00185356","제룡전기","033100"
"52991","00355548","한국테크놀로지","053590"
"52992","00155452","풍국주정","023900"
"52993","00242378","이지홀딩스","035810"
"52994","01480568","이지바이오","353810"
"52995","00192499","팜스토리","027710"
"52996","00204208","마니커","027740"
"52997","00623184","감마누","192410"
"52998","00418379","자연과환경","043910"
"52999","00351807","대원미디어","048910"
"53001","00110431","JW신약","067290"
"53002","00127699","에코마이스터","064510"
"53003","00152686","코리아써키트","007810"
"53004","00369170","인터플렉스","051370"
"53005","00206686","케이피엠테크","042040"
"53006","00954242","하이골드12호","172580"
"53008","00113526","대한항공","003490"
"53059","00818472","이큐셀","160600"
"53070","01095704","케이엠제약","225430"
"53071","01398151","교보9호스팩","331520"
"53082","00523176","네추럴FNP","086220"
"53090","01063990","로보로보","215100"
"53110","00367604","SM Life Design","063440"
"53111","00231372","롯데관광개발","032350"
"53112","00124151","부산주공","005030"
"53121","00151298","DSR제강","069730"
"53211","01476219","교보10호기업인수목적","355150"
"53224","01414422","아이비김영","339950"
"53244","00304915","코리아에셋투자증권","190650"
"53265","01035942","메디안디노스틱","233250"
"53339","00664853","제이씨케미칼","137950"
"53354","00191287","대동금속","020400"
"53363","01437292","미래에셋맵스리츠","357250"
"53367","00257732","한국정밀기계","101680"
"53368","01153105","비비씨","318410"
"53380","00799177","삼기","122350"
"53390","01116380","씨앤에스링크","245450"
"53434","00158963","유나이티드","033270"
"53446","00102681","고려개발","004200"
"53467","00136925","신원종합개발","017000"
"53469","00124276","부스타","008470"
"53470","00136624","신영와코루","005800"
"53471","00604815","에스디시스템","121890"
"53472","00356389","프럼파스트","035200"
"53473","00609634","아이엠","101390"
"53474","00103130","엔케이물산","009810"
"53475","00145190","유화증권","003460"
"53476","00291860","조광ILI","044060"
"53477","00307028","경남제약","053950"
"53479","00301246","SFA반도체","036540"
"53489","00861720","이즈미디어","181340"
"53508","01207761","디자인","227100"
"53511","01263022","BGF리테일","282330"
"53512","00264228","위즈코프","038620"
"53516","01310269","HDC현대산업개발","294870"
"53518","00161408","케이비캐피탈","021960"
"53570","00447007","알리코제약","260660"
"53584","00962223","지니언스","263860"
"53590","00552992","진매트릭스","109820"
"53630","01065013","우정바이오","215380"
"53631","00128980","삼호개발","010960"
"53633","00244455","케이티앤지","033780"
"53634","00624998","제닉","123330"
"53636","00129280","삼화전자공업","011230"
"53637","00129679","녹십자","006280"
"53638","00108135","녹십자홀딩스","005250"
"53639","00391197","메디프론","065650"
"53640","00125974","삼부토건","001470"
"53641","00249894","테라젠이텍스","066700"
"53642","00199988","동아화성","041930"
"53644","00138242","쌍용자동차","003620"
"53671","00120526","롯데쇼핑","023530"
"53677","00105138","파라텍","033540"
"53678","00105101","예스코홀딩스","015360"
"53679","00203023","시노펙스","025320"
"53717","00565154","이노션","214320"
"53754","00173102","모나리자","012690"
"53765","00109514","티웨이홀딩스","004870"
"53776","01243550","아이비케이에스제7호기업인수목적","276920"
"53808","00102113","경인양행","012610"
"53809","00266952","네오위즈홀딩스","042420"
"53810","00628860","네오위즈","095660"
"53812","00145552","이수화학","005950"
"53813","00406727","세진티에스","067770"
"53814","00778235","TS인베스트먼트","246690"
"53815","00390055","종근당바이오","063160"
"53816","00389970","다날","064260"
"53832","00605328","씨앤지하이테크","264660"
"53837","00121941","대상","001680"
"53842","00205003","좋은사람들","033340"
"53900","00576798","디아이티","110990"
"53901","00129235","삼화왕관","004450"
"53932","00122551","백산","035150"
"53940","00136721","신영증권","001720"
"53959","01394377","이지스밸류플러스리츠","334890"
"53963","00155373","풍강","093380"
"53973","00117744","메리츠화재","000060"
"53974","00123541","보해양조","000890"
"53975","00261443","엔씨소프트","036570"
"53976","00208444","피에스케이홀딩스","031980"
"53977","00390860","MP그룹","065150"
"53979","00296324","큐로홀딩스","051780"
"53987","00105961","LG이노텍","011070"
"53988","00121507","무림SP","001810"
"53989","00382199","신한지주","055550"
"53993","01112889","피엔에이치테크","239890"
"54009","01055317","비엔디생활건강","215050"
"54014","00111014","애큐온저축은행","007640"
"54015","01032486","두산밥캣","241560"
"54016","00877059","삼성바이오로직스","207940"
"54020","00176792","오렌지라이프생명보험","079440"
"54021","00149293","신한은행","000010"
"54023","00148610","한화투자증권","003530"
"54035","00148364","하림지주","003380"
"54041","00148832","제주은행","006220"
"54045","00573269","에스코넥","096630"
"54046","00126414","삼성제약","001360"
"54047","00170558","코웨이","021240"
"54048","00403632","현대퓨처넷","126560"
"54059","00661847","화인베스틸","133820"
"54068","00105165","극동전선","006250"
"54077","01061497","퓨쳐스트림네트웍스","214270"
"54089","00149266","CNH","023460"
"54093","00280688","SBS콘텐츠허브","046140"
"54103","00206084","세아메탈","033020"
"54117","00367385","효성오앤비","097870"
"54147","00155735","피제이전자","006140"
"54148","01090471","씨아이에스","222080"
"54149","00352718","소리바다","053110"
"54150","00164779","SK하이닉스","000660"
"54151","00137997","현대차증권","001500"
"54170","00298447","아모텍","052710"
"54180","00106641","기아자동차","000270"
"54181","00147295","전북은행","006350"
"54187","00113058","한화생명","088350"
"54189","00138321","신한금융투자","008670"
"54193","00159616","두산중공업","034020"
"54195","01413371","단디바이오","343090"
"54196","00610490","비디아이","148140"
"54197","00814810","엠에프엠코리아","251960"
"54198","01186811","티에스트릴리온","284610"
"54199","01105621","엔투텍","227950"
"54202","00138792","아시아나항공","020560"
"54230","00131850","SK증권","001510"
"54231","00266961","NAVER","035420"
"54232","00288343","삼영이엔씨","065570"
"54233","00786331","에스앤씨엔진그룹","900080"
"54234","00132202","선진뷰티사이언스","086710"
"54264","01267170","SK케미칼","285130"
"54281","00910202","대동고려삼","178600"
"54317","00126292","삼성카드","029780"
"54330","00540340","코리아센터","290510"
"54333","01396676","미래에셋대우스팩4호","333430"
"54341","01203808","AP시스템","265520"
"54343","00877174","엠브레인","169330"
"54344","01236286","컬러레이","900310"
"54359","00364795","레드로버","060300"
"54360","00105855","엘에스일렉트릭","010120"
"54362","01478712","대덕전자","353200"
"54365","00226228","한프","066110"
"54366","00127954","CJ프레시웨이","051500"
"54370","00481454","금호타이어","073240"
"54392","01066030","드림티엔터테인먼트","220110"
"54400","00632845","노랑풍선","104620"
"54410","00126788","삼아제약","009300"
"54420","00539274","대상홀딩스","084690"
"54479","00364111","다이노나","086080"
"54484","00201733","TJ미디어","032540"
"54485","00111227","대양제지","006580"
"54486","00868705","윈스","136540"
"54487","00258689","JYP Ent.","035900"
"54508","00808086","애니젠","196300"
"54525","00670766","엠투아이","347890"
"54534","00113261","대한광통신","010170"
"54643","01416572","한화플러스제1호스팩","340440"
"54662","00410739","필로시스헬스케어","057880"
"54663","00188715","현진소재","053660"
"54672","00103176","흥국화재","000540"
"54685","00245694","남화산업","111710"
"54734","00145914","인터엠","017250"
"54739","00569691","디엔에프","092070"
"54740","01359736","유진스팩4호","321260"
"54742","01393721","유진스팩5호","331380"
"54753","01110474","에스씨엠생명과학","298060"
"54779","00122348","방림","003610"
"54798","00139719","와이지-원","019210"
"54800","00480756","이트론","096040"
"54801","01436628","이지스레지던스리츠","350520"
"54809","00628189","웅진씽크빅","095720"
"54810","00128111","포스코엠텍","009520"
"54812","01237540","이녹스첨단소재","272290"
"54824","00587925","바이오리더스","142760"
"54869","00412597","현대홈쇼핑","057050"
"54878","00584362","넥스지","081970"
"54882","00166500","화천기계","010660"
"54886","00623661","원익머트리얼즈","104830"
"54895","01067242","티씨엠생명과학","228180"
"54930","00145437","키위미디어그룹","012170"
"54931","00609315","멜파스","096640"
"54950","00123718","부광약품","003000"
"54957","00349097","케이티스카이라이프","053210"
"54969","00442145","아바코","083930"
"55061","00136271","신성이엔지","011930"
"55063","01237434","플리토","300080"
"55064","00135467","승일","049830"
"55065","00537832","푸른기술","094940"
"55066","00815767","선데이토즈","123420"
"55129","00663289","위월드","140660"
"55146","00233653","한국토지신탁","034830"
"55171","00205687","휴먼엔","032860"
"55173","00855163","미원화학","134380"
"55181","00180263","리더스코스메틱","016100"
"55217","00120872","만호제강","001080"
"55234","00148531","제일제강","023440"
"55249","00311216","에이치엔에스하이텍","044990"
"55293","00187415","코미팜","041960"
"55294","00165060","하이록코리아","013030"
"55295","00296290","키움증권","039490"
"55296","00137234","모베이스전자","012860"
"55297","00356927","에이디칩스","054630"
"55298","00144650","유신","054930"
"55299","00568188","마이크로컨텍솔","098120"
"55300","00389387","라임","065160"
"55302","00531917","톱텍","108230"
"55303","00442835","메타랩스","090370"
"55304","00296078","APS홀딩스","054620"
"55325","01187458","에스알바이오텍","270210"
"55326","00202839","한창산업","079170"
"55337","00525679","차바이오텍","085660"
"55348","01089855","해마로푸드서비스","220630"
"55350","00508274","일진다이아","081000"
"55351","01497869","티와이홀딩스","363280"
"55366","00611736","엑시콘","092870"
"55378","00415327","중앙백신","072020"
"55405","01117422","나눔테크","244880"
"55445","00656289","코스맥스엔비티","222040"
"55526","00252001","해원에스티","058480"
"55539","01264234","엘에이티","311060"
"55567","00364847","이글루시큐리티","067920"
"55573","00235183","에이치케이","044780"
"55574","00100601","강원","114190"
"55575","00140052","에이스침대","003800"
"55576","00986898","팜스빌","318010"
"55584","00264714","SG&G","040610"
"55586","00939687","동일고무벨트","163560"
"55627","00168401","금비","008870"
"55631","00153621","참엔지니어링","009310"
"55632","01047451","셀바스헬스케어","208370"
"55633","00261957","한국정보공학","039740"
"55634","00642541","디엔에이링크","127120"
"55635","00674498","골프존뉴딘홀딩스","121440"
"55636","00299464","초록뱀","047820"
"55637","00694942","이미지스","115610"
"55687","00250137","전파기지국","065530"
"55694","01013694","인카금융서비스","211050"
"55730","00135777","신대양제지","016590"
"55734","00216498","성도이엔지","037350"
"55747","00579139","한국맥널티","222980"
"55758","00299002","한라홀딩스","060980"
"55759","00112907","코원에너지서비스","026870"
"55762","00304076","원방테크","053080"
"55763","00606770","참좋은여행","094850"
"55777","00843900","육일씨엔에쓰","191410"
"55779","00910947","바다로19호","155900"
"55784","01217829","엔에프씨","265740"
"55791","00493185","제이스텍","090470"
"55797","00560982","바이오솔루션","086820"
"55817","00158307","롯데하이마트","071840"
"55818","00120289","제이에스티나","026040"
"55823","00855093","선진","136490"
"55824","00167280","폴루스바이오팜","007630"
"55825","00689418","지와이커머스","111820"
"55826","00199076","동일기연","032960"
"55827","00364306","성우전자","081580"
"55829","00132318","성광벤드","014620"
"55831","00861076","케이탑리츠","145270"
"55832","00488402","서울바이오시스","092190"
"55833","00109161","태경케미컬","006890"
"55834","00426086","휴켐스","069260"
"55838","00857480","사람인에이치알","143240"
"55841","01336391","엔에이치스팩13호","310840"
"55844","01453670","엔에이치스팩16호","353190"
"55846","01487446","엔에이치스팩17호","359090"
"55848","01414936","SK6호스팩","340350"
"55855","01405451","알체라","347860"
"55888","00858364","BNK금융지주","138930"
"55889","00110893","대신증권","003540"
"55890","00124540","대우건설","047040"
"55896","00178790","동양이엔피","079960"
"55897","00405719","아이크래프트","052460"
"55898","00370200","와이오엠","066430"
"55900","00103547","우진비앤지","018620"
"55903","00264671","세중","039310"
"55904","01008762","데브시스터즈","194480"
"55919","01311286","퀀타매트릭스","317690"
"55921","01251595","압타바이오","293780"
"55927","00925587","위드텍","348350"
"55934","00399694","아프리카TV","067160"
"55935","01344363","다원넥스뷰","323350"
"55943","00152127","심텍홀딩스","036710"
"55946","01095722","심텍","222800"
"55949","01050738","솔트룩스","304100"
"55952","00397191","팬엔터테인먼트","068050"
"55961","00106313","금호산업","002990"
"55993","00458234","아시아나IDT","267850"
"56033","00921916","석경에이티","357550"
"56043","01011872","엔에스엠","238170"
"56046","00522007","크리스에프앤씨","110790"
"56067","01159233","솔루엠","248070"
"56078","00157539","KB오토시스","024120"
"56079","00120906","에스아이리소스","065420"
"56080","00143527","경동인베스트","012320"
"56081","01049422","썸에이지","208640"
"56087","00128661","에스에이엠티","031330"
"56088","01208849","나인테크","267320"
"56089","00266934","파루","043200"
"56090","00373021","테라사이언스","073640"
"56091","00108038","엔피씨","004250"
"56092","00101549","경동제약","011040"
"56094","00132992","성우하이텍","015750"
"56095","00447502","바이오톡스텍","086040"
"56096","00174004","유성기업","002920"
"56097","00369833","유니온머티리얼","047400"
"56098","00288495","홈센타홀딩스","060560"
"56099","00365387","AJ네트웍스","095570"
"56143","00304401","텔라움","047730"
"56149","00554024","셀트리온헬스케어","091990"
"56150","00230814","OQP","078590"
"56151","00162461","한화솔루션","009830"
"56153","00503668","LIG넥스원","079550"
"56155","00923792","내츄럴엔도텍","168330"
"56156","00878517","에스케이씨에스","224020"
"56157","00475718","이엠앤아이","083470"
"56158","01031229","지티지웰니스","219750"
"56159","00608839","에이루트","096690"
"56160","00313649","현대바이오","048410"
"56161","00270113","멕아이씨에스","058110"
"56163","00245898","아래스","050320"
"56164","00537337","앤씨앤","092600"
"56165","00136165","스페코","013810"
"56166","00372882","KTcs","058850"
"56167","00808068","에이씨티","138360"
"56168","00246620","케이엘넷","039420"
"56169","00134723","페이퍼코리아","001020"
"56170","00111218","KD","044180"
"56173","00113508","노루홀딩스","000320"
"56181","00886792","루켄테크놀러지스","162120"
"56198","01251489","라온피플","300120"
"56202","00728638","한세실업","105630"
"56209","00942131","앤디포스","238090"
"56233","01227039","브릿지바이오","288330"
"56238","00442570","제우스","079370"
"56264","00145163","파미셀","005690"
"56270","00365758","아이앤씨","052860"
"56271","00137915","에스엠코어","007820"
"56273","01327092","라닉스","317120"
"56274","00997812","코미코","183300"
"56282","00141389","영풍정밀","036560"
"56283","00124090","한국특수형강","007280"
"56284","00200275","YTN","040300"
"56285","00614478","휴메딕스","200670"
"56286","00525642","코오롱생명과학","102940"
"56288","00300557","위니아딤채","071460"
"56290","00480950","이아이디","093230"
"56291","00149804","대유에이텍","002880"
"56293","00194947","한전산업","130660"
"56294","00180865","엔에스엔","031860"
"56295","00186939","특수건설","026150"
"56297","00476498","컴투스","078340"
"56350","00491938","GH신소재","130500"
"56351","01337114","구스앤홈","329050"
"56352","00199252","에이치엘비","028300"
"56353","00260958","KTH","036030"
"56354","00113359","교보증권","030610"
"56355","00842585","네이블커뮤니케이션즈","153460"
"56387","01219155","네오크레마","311390"
"56392","00876908","모트렉스","118990"
"56395","00612188","에스티오","098660"
"56408","00148896","OCI","010060"
"56412","00216762","한양이엔지","045100"
"56413","00197759","미래산업","025560"
"56415","00187725","코콤","015710"
"56416","00232089","바이온","032980"
"56417","00129554","갤럭시아에스엠","011420"
"56419","00155151","평화정공","043370"
"56421","00105475","금강철강","053260"
"56422","00820389","뉴지랩","214870"
"56438","00579971","칩스앤미디어","094360"
"56439","00423177","텔레칩스","054450"
"56443","00230911","HRS","036640"
"56467","00114093","덕성","004830"
"56472","01326224","원바이오젠","307280"
"56475","00495554","아이엠이연이","090740"
"56482","00132628","성문전자","014910"
"56514","00134316","세원정공","021820"
"56520","00117212","두산","000150"
"56524","00124726","빙그레","005180"
"56525","00141477","영흥","012160"
"56527","00116426","코센","009730"
"56528","00988364","SGA솔루션즈","184230"
"56529","00440712","WI","073570"
"56530","00617998","세원","234100"
"56533","00573579","평화산업","090080"
"56534","00605124","알파홀딩스","117670"
"56538","00532855","한국유니온제약","080720"
"56554","00264945","나이스정보통신","036800"
"56564","00363769","한국전자금융","063570"
"56565","00173874","넥센타이어","002350"
"56566","00121969","에쓰씨엔지니어링","023960"
"56567","00101220","KG케미칼","001390"
"56580","00171636","한솔홀딩스","004150"
"56585","00513948","녹십자엠에스","142280"
"56586","00447487","제주반도체","080220"
"56587","00587457","갤럭시아머니트리","094480"
"56588","00101044","에이프로젠제약","003060"
"56590","00141608","오리엔탈정공","014940"
"56591","00146542","일정실업","008500"
"56592","00653194","에이프로젠 H&G","109960"
"56594","01084364","엔지스테크널러지","208860"
"56595","00122825","인스코비","006490"
"56599","00104102","우리종금","010050"
"56600","00136402","신송홀딩스","006880"
"56618","00990819","래몽래인","200350"
"56622","00111838","대원","007680"
"56630","00449379","도이치모터스","067990"
"56639","00541163","이엠텍","091120"
"56648","00552859","지트리비앤티","115450"
"56651","00533191","비보존 헬스케어","082800"
"56653","00335076","오픈베이스","049480"
"56656","00351579","SGA","049470"
"56658","00186559","콤텍시스템","031820"
"56677","00767460","PI첨단소재","178920"
"56696","00110547","넥상스코리아","003050"
"56708","01190780","파워풀엑스","266870"
"56732","00687711","한국철강","104700"
"56735","00159740","KISCO홀딩스","001940"
"56747","00145598","이연제약","102460"
"56748","00133812","세방","004360"
"56749","00155124","평화홀딩스","010770"
"56750","00156442","한국가구","004590"
"56751","00163673","한진중공업홀딩스","003480"
"56752","00197476","코엔텍","029960"
"56755","01038693","드림시큐리티","203650"
"56756","01142075","핑거","163730"
"56767","01204056","빅히트","352820"
"56799","00526447","동북아12호선박투자회사","083370"
"56803","00149354","종근당홀딩스","001630"
"56804","00111874","대원산업","005710"
"56805","00453929","메디포스트","078160"
"56806","00176516","금화피에스시","036190"
"56807","00925967","이엠티","232530"
"56808","00166315","화신","010690"
"56810","00112332","미래에셋생명","085620"
"56812","00249502","더블유에프엠","035290"
"56819","00123143","보령제약","003850"
"56827","01042650","큐리언트","115180"
"56833","00916826","드림씨아이에스","223250"
"56858","00349811","W홀딩컴퍼니","052300"
"56859","00167208","흥아해운","003280"
"56872","00134963","송원산업","004430"
"56894","00273439","메디아나","041920"
"56904","00870861","와이엠씨","155650"
"56917","01166109","예선테크","250930"
"56934","00127167","삼영무역","002810"
"56944","01139035","티에스아이","277880"
"56946","00654175","마이크로프랜드","147760"
"56948","01267958","프로테옴텍","303360"
"56959","00599285","서플러스글로벌","140070"
"56963","01093007","LS전선아시아","229640"
"56967","00129989","코스모신소재","005070"
"56975","00155355","풀무원","017810"
"56989","00403766","피피아이","062970"
"56999","01316236","효성화학","298000"
"57024","00580199","메디톡스","086900"
"57029","00113225","대한제강","084010"
"57055","00455112","GV","045890"
"57056","00641393","엔시트론","101400"
"57102","00248974","하나제약","293480"
"57106","00120562","롯데지주","004990"
"57107","00164788","현대모비스","012330"
"57116","00106623","현대위아","011210"
"57118","00140177","GS리테일","007070"
"57121","00303873","CJ CGV","079160"
"57123","01030132","경남은행","192520"
"57124","00149655","삼성물산","028260"
"57126","00311270","원텍","216280"
"57129","00104856","삼성증권","016360"
"57141","00163114","서연","007860"
"57152","00186452","릭스솔루션","029480"
"57160","00277736","한일네트웍스","046110"
"57161","00265421","인지디스플레","037330"
"57165","00139764","에넥스","011090"
"57179","00207755","GS홈쇼핑","028150"
"57181","00207375","대한뉴팜","054670"
"57182","00260745","SCI평가정보","036120"
"57185","00367695","대한그린파워","060900"
"57186","00306162","상상인","038540"
"57207","00445841","한컴MDS","086960"
"57259","01116502","와이더플래닛","321820"
"57266","00160205","한국내화","010040"
"57294","00374738","위세아이텍","065370"
"57295","00117726","동양피스톤","092780"
"57296","00435297","맥쿼리인프라","088980"
"57301","00244419","디에스티","033430"
"57302","00219486","신세계I&C","035510"
"57303","00230036","드래곤플라이","030350"
"57304","00235147","에이팸","073070"
"57309","00116824","동아쏘시오홀딩스","000640"
"57324","00957735","클리오","237880"
"57353","00263371","한국경제TV","039340"
"57355","00317104","라이온켐텍","171120"
"57360","00651017","나우IB","293580"
"57363","00809517","아이엠텍","226350"
"57365","00159102","DB손해보험","005830"
"57368","00159023","SK텔레콤","017670"
"57371","00265005","옴니시스템","057540"
"57387","00397058","엠게임","058630"
"57398","00347442","모보","051810"
"57410","00151368","인터지스","129260"
"57414","00148504","한국스탠다드차타드은행","000110"
"57429","00119195","동화약품","000020"
"57430","00127802","삼익THK","004380"
"57432","00260383","대한유화","006650"
"57433","00120030","GS건설","006360"
"57434","00166519","화천기공","000850"
"57435","00308896","아이씨케이","068940"
"57436","00138279","S-Oil","010950"
"57437","00258421","기산텔레콤","035460"
"57438","00172228","엔케이","085310"
"57439","00113234","대한제당","001790"
"57440","00250997","대정화금","120240"
"57441","00861997","인포마크","175140"
"57443","00483735","해성옵틱스","076610"
"57444","00104810","대명소노시즌","007720"
"57445","00533003","디케이락","105740"
"57496","00129013","CJ씨푸드","011150"
"57498","00268251","다산네트웍스","039560"
"57508","01316254","효성첨단소재","298050"
"57511","01316227","효성티앤씨","298020"
"57516","01113718","올릭스","226950"
"57529","00164724","현대엘리베이터","017800"
"57534","00132354","쿠쿠홀딩스","192400"
"57535","00119007","무림P&P","009580"
"57548","00367871","인바이오","352940"
"57551","01152470","펄어비스","263750"
"57567","00583026","율호","072770"
"57571","00164876","케이비증권","003450"
"57578","00442455","코스나인","082660"
"57579","00101433","경농","002100"
"57647","00161444","한국씨티은행","016830"
"57657","00174208","진성티이씨","036890"
"57675","00574611","SDN","099220"
"57678","00136457","SH에너지화학","002360"
"57700","00441243","형지엘리트","093240"
"57703","00138303","쌍용정보통신","010280"
"57704","00598587","인터파크","108790"
"57705","00184889","이건홀딩스","039020"
"57706","00145446","이건산업","008250"
"57710","00945208","THE MIDONG","161570"
"57711","00116268","동성제약","002210"
"57712","01026616","유투바이오","221800"
"57716","01043853","베노홀딩스","206400"
"57717","00458562","에이티세미콘","089530"
"57725","00961570","신도기연","290520"
"57745","00946030","로보티즈","108490"
"57751","01051092","피씨엘","241820"
"57788","00527491","코리아에스이","101670"
"57806","00939331","한국콜마","161890"
"57812","00260879","카페24","042000"
"57816","00425254","나우코스","257990"
"57835","00276083","스카이문스테크놀로지","033790"
"57873","00119140","핸즈코퍼레이션","143210"
"57874","01027794","브이원텍","251630"
"57881","00365934","코세스","089890"
"57911","00787376","대성에너지","117580"
