"","code","name","stock"
"62493","00127200","삼영전자공업","005680"
"62495","00379229","에스에이티","060540"
"62518","00753643","컨버즈","109070"
"62519","00117258","한화갤러리아타임월드","027390"
"62522","00923826","유테크","178780"
"62523","00135962","신라교역","004970"
"62524","00585608","다나와","119860"
"62525","00117300","TCC스틸","002710"
"62526","00117230","동양물산기업","002900"
"62527","00405959","스타플렉스","115570"
"62528","00238977","화진","134780"
"62554","00118026","동원산업","006040"
"62555","00103592","광동제약","009290"
"62565","00130046","다함이텍","009280"
"62590","00595191","후성","093370"
"62601","01205329","크라운제과","264900"
"62609","00127909","삼일","032280"
"62636","01042711","글로벌텍스프리","204620"
"62637","00819374","나무가","190510"
"62714","00242934","케이엠","083550"
"62715","01109937","티앤알바이오팹","246710"
"62719","00206659","이랜텍","054210"
"62728","01098792","본느","226340"
"62731","00384948","대유","290380"
"62735","00627029","ITX-AI","099520"
"62741","00363510","이그잭스","060230"
"62742","00409681","아스트","067390"
"62743","00411905","테라셈","182690"
"62744","01096341","넷게임즈","225570"
"62747","00360674","코위버","056360"
"62748","00203315","제이콘텐트리","036420"
"62750","00129642","상신브레이크","041650"
"62753","00340096","미래에셋벤처투자","100790"
"62784","01414361","SK5호스팩","337450"
"62795","00158112","한국수출포장공업","002200"
"62836","01188378","시스웍","269620"
"62843","00160843","DB하이텍","000990"
"62849","01343665","메탈라이프","327260"
"62850","01263527","카이노스메드","284620"
"62856","01350638","티티씨디펜스","309900"
"62858","00232007","상지카일룸","042940"
"62859","00255141","글로앤웰","035480"
"62884","00241005","코오롱플라스틱","138490"
"62891","00624518","솔루에타","154040"
"62892","00899459","레이언스","228850"
"62898","00108913","대교","019680"
"62899","01124653","슈프리마","236200"
"62900","00350312","HDC아이콘트롤스","039570"
"62908","00346966","에코솔루션","052510"
"62912","00154055","태원물산","001420"
"62947","00414601","유니퀘스트","077500"
"62973","00785475","피앤이솔루션","131390"
"62976","00540863","GST","083450"
"62982","01250374","에스에스알","275630"
"62985","00838005","서진시스템","178320"
"62994","00532059","KPX생명과학","114450"
"62995","00852087","시디즈","134790"
"62996","00679314","동성코퍼레이션","102260"
"62997","00126380","삼성전자","005930"
"62999","00177816","대주전자재료","078600"
"63000","00247975","솔브레인홀딩스","036830"
"63001","00303396","한국컴퓨터","054040"
"63002","00145686","이화산업","000760"
"63003","00133663","세동","053060"
"63005","01119651","엘리비젼","276240"
"63007","00209780","케이씨","029460"
"63008","00612294","피엔티","137400"
"63009","00167192","넥센","005720"
"63010","00155692","우리조명","037400"
"63011","00141529","오뚜기","007310"
"63012","01336285","SK4호스팩","307070"
"63026","01025644","강스템바이오텍","217730"
"63035","00876166","한국바이오젠","318000"
"63082","00361381","제이브이엠","054950"
"63093","01428249","케이프이에스제4호","347140"
"63122","00219097","BGF","027410"
"63133","00385363","빅텍","065450"
"63139","00109310","대동기어","008830"
"63140","00104722","국제약품","002720"
"63146","00161116","한라","014790"
"63148","00520887","비상교육","100220"
"63149","01116344","이비테크","208850"
"63170","00962393","포인트모바일","318020"
"63176","01493535","하나금융17호스팩","363260"
"63185","00231044","우리기술","032820"
"63193","00416654","유엔젤","072130"
"63196","01366000","신영스팩5호","323280"
"63226","00364403","쏠리드","050890"
"63244","00369107","우리바이오","082850"
"63246","00109286","대동공업","000490"
"63247","00540641","동양고속","084670"
"63248","00198697","일진디스플","020760"
"63249","00160232","KSS해운","044450"
"63250","00127255","삼영화학공업","003720"
"63251","00791209","우리들휴브레인","118000"
"63252","00157636","케이피에프","024880"
"63254","00426068","아이에스이커머스","069920"
"63255","00112970","대한방직","001070"
"63256","00269889","누리텔레콤","040160"
"63257","00129509","한익스프레스","014130"
"63265","00161383","한미반도체","042700"
"63272","00362238","휴비스","079980"
"63273","00488989","한양디지텍","078350"
"63286","00781202","뉴프라이드","900100"
"63287","01247918","한화에이스기업인수목적4호","279410"
"63302","00136086","무림페이퍼","009200"
"63306","01365825","피에스케이","319660"
"63325","00472890","동국알앤에스","075970"
"63332","00144818","유유제약","000220"
"63361","00156910","SBI인베스트먼트","019550"
"63370","00659976","영화테크","265560"
"63385","00113207","대한전선","001440"
"63428","01118281","피플바이오","304840"
"63429","00555740","툴코리아","110660"
"63438","01419986","신영스팩6호","344050"
"63448","00833064","엠플러스","259630"
"63462","00118284","동일금속","109860"
"63469","01246034","네오펙트","290660"
"63470","00652007","메카로","241770"
"63501","01032583","고려시멘트","198440"
"63513","01061558","덕산네오룩스","213420"
"63517","01257526","한국제6호기업인수목적","281410"
"63538","00665676","아시아경제","127710"
"63555","00875237","씨앤투스성진","352700"
"63593","00493431","자안","221610"
"63607","01074862","메가스터디교육","215200"
"63621","00397252","조이시티","067000"
"63629","01418260","폭스소프트","354230"
"63633","01078178","RFHIC","218410"
"63634","01080252","넥스틴","348210"
"63635","00989619","알테오젠","196170"
"63644","00977641","하이로닉","149980"
"63653","00409964","하이텍팜","106190"
"63658","00938721","필옵틱스","161580"
"63698","00256955","테이팩스","055490"
"63743","00625942","아이원스","114810"
"63751","01021666","덕산테코피아","317330"
"63752","00228536","에버다임","041440"
"63776","00109453","STX조선해양","067250"
"63801","00160861","한농화성","011500"
"63816","00813389","베셀","177350"
"63820","00877819","데이타솔루션","263800"
"63828","00484682","엘오티베큠","083310"
"63860","01182240","배럴","267790"
"63869","00427483","대웅제약","069620"
"63873","00925295","에프엔씨엔터","173940"
"63889","00966168","디알젬","263690"
"63893","01028164","광주은행","192530"
"63905","00435312","하이스틸","071090"
"63921","01042085","엑셈","205100"
"63930","01231786","슈프리마아이디","317770"
"63932","00857727","하림","136480"
"63941","01290381","피엔케이피부임상연구센타","347740"
"63972","01159853","휴온스","243070"
"63976","00653024","진에어","272450"
"63981","01037214","케이피에스","256940"
"63997","00159218","한전KPS","051600"
"64011","00118275","디아이","003160"
"64016","00201432","비츠로시스","054220"
"64021","00157399","한솔테크닉스","004710"
"64022","00111847","대원강업","000430"
"64029","00138729","아세아제지","002310"
"64040","00612489","아이쓰리시스템","214430"
"64051","00321204","관악산업","076340"
"64058","00579999","고영","098460"
"64068","01405390","핌스","347770"
"64093","00533924","액트","131400"
"64094","00201450","SK렌터카","068400"
"64108","01051472","젠큐릭스","229000"
"64116","00372253","연우","115960"
"64122","01060814","삼양패키징","272550"
"64123","00106119","금양","001570"
"64132","00109718","사조대림","003960"
"64177","00359395","헬릭스미스","084990"
"64221","01309795","알로이스","297570"
"64242","00867849","오파스넷","173130"
"64252","00339391","한화시스템","272210"
"64278","00135050","우리들제약","004720"
"64293","00123772","부국증권","001270"
"64303","00459871","농심홀딩스","072710"
"64313","00111111","대양금속","009190"
"64314","00359474","제이웨이","058420"
"64315","00143314","에이엔피","015260"
"64367","00303217","우진플라임","049800"
"64368","00102140","경인전자","009140"
"64394","00149345","조흥","002600"
"64419","00131692","서흥","008490"
"64420","00108001","남화토건","091590"
"64436","00166528","서암기계공업","100660"
"64437","00267942","큐캐피탈","016600"
"64438","01267550","나라소프트","288490"
"64439","00415628","세진중공업","075580"
"64456","00983271","엔에이치엔","181710"
"64463","01416457","하나금융15호스팩","341160"
"64483","00816544","토니모리","214420"
"64488","00238153","파세코","037070"
"64499","01115044","안지오랩","251280"
"64502","00872984","이마트","139480"
"64503","00155382","바이오빌","065940"
"64504","00265324","CJ ENM","035760"
"64544","01186404","디앤씨미디어","263720"
"64586","00366793","에스제이케이","080440"
"64587","00428729","대호에이엘","069460"
"64601","01368354","네패스아크","330860"
"64649","00152437","케이프","064820"
"64660","00494218","엘엠에스","073110"
"64678","00332927","제이에스코퍼레이션","194370"
"64681","00761059","펌텍코리아","251970"
"64705","00114686","동구바이오제약","006620"
"64708","00132637","동원시스템즈","014820"
"64717","00603348","케이아이엔엑스","093320"
"64719","00173944","우진","105840"
"64720","00578130","아퓨어스","149300"
"64721","00755739","파인테크닉스","106240"
"64726","00159698","지역난방공사","071320"
"64727","00117267","동양생명","082640"
"64753","00816696","큐엠씨","136660"
"64756","00252135","주성엔지니어링","036930"
"64769","00156600","한주금속","198940"
"64781","00990165","아세아시멘트","183190"
"64785","00135795","신도리코","029530"
"64794","00121154","엠에스씨","009780"
"64795","00860730","에이리츠","140910"
"64811","01160512","헝셩그룹","900270"
"64854","00876643","엔피디","198080"
"64870","01158632","진코스텍","250030"
"64883","00245472","티씨케이","064760"
"64892","00961507","이더블유케이","258610"
"64909","00606293","나이스디앤비","130580"
"64932","00812362","포티스","141020"
"64947","00142883","우신시스템","017370"
"64956","00300548","현대리바트","079430"
"64991","00915508","알엔투테크놀로지","148250"
"65068","01124680","보라티알","250000"
"65079","00160010","한국큐빅","021650"
"65084","00547583","하나금융지주","086790"
"65085","00158909","하나은행","004940"
"65093","00936787","애경유화","161000"
"65096","00363927","NE능률","053290"
"65098","01335578","애니플러스","310200"
"65111","00187770","한국파마","032300"
"65144","01170865","네오셈","253590"
"65162","00498001","모베이스","101330"
"65171","01397903","엔젠바이오","354200"
"65172","00276834","KMH하이텍","052900"
"65193","01337017","이앤에치","341310"
"65200","01489648","솔브레인","357780"
"65244","01259311","푸드나무","290720"
"65257","00260657","오상헬스케어","036220"
"65265","00611286","티케이씨","191600"
"65267","00133991","세아특수강","019440"
"65311","00442154","제이엔케이히터","126880"
"65324","00409672","티비에이치글로벌","084870"
"65353","00296263","YW","051390"
"65374","00264255","바텍","043150"
"65389","00616962","린드먼아시아","277070"
"65405","01319808","한일시멘트","300720"
"65427","00110307","대선조선","031990"
"65454","00186799","태웅","044490"
"65458","00616290","이엠넷","123570"
"65465","00508344","SK디앤디","210980"
"65497","00757816","모다","149940"
"65500","00409140","이원컴포텍","088290"
"65501","00309831","알에프텍","061040"
"65502","00384717","넥스트BT","065170"
"65524","00367482","라이트론","069540"
"65525","01118139","이도바이오","336040"
"65528","00128607","삼천리자전거","024950"
"65561","00367844","자이에스앤디","317400"
"65595","00977650","엔케이맥스","182400"
"65617","00526951","이엠코리아","095190"
"65619","00406329","루멘스","038060"
"65622","00370255","바른전자","064520"
"65623","00144021","원풍물산","008290"
"65636","01236532","와이즈버즈","273060"
"65638","00141875","사조오양","006090"
"65685","00614593","넥스트아이","137940"
"65699","01068658","디딤","217620"
"65710","00599887","신텍","099660"
"65714","00111810","대웅","003090"
"65736","00601641","리드","197210"
"65739","00201788","제낙스","065620"
"65741","00385415","일신바이오","068330"
"65745","00372873","KTis","058860"
"65763","00101664","경보제약","214390"
"65778","01118643","로보쓰리","238500"
"65781","01011562","우성아이비","194610"
"65783","00541349","셀트리온제약","068760"
"65800","00164502","현대공업","170030"
"65803","00486875","우양","103840"
"65809","00669450","바이오프로테크","199290"
"65822","00129420","까뮤이앤씨","013700"
"65837","00297448","젬백스지오","041590"
"65842","01117592","인터코스","240340"
"65857","00269852","인프라웨어","041020"
"65858","00132868","성안","011300"
"65859","00560122","텔레필드","091440"
"65860","00148443","제일파마홀딩스","002620"
"65861","00369213","리노스","039980"
"65863","01042359","지엘팜텍","204840"
"65865","00129615","상보","027580"
"65867","00378628","KH바텍","060720"
"65868","01042429","액션스퀘어","205500"
"65869","00526696","웨이브일렉트로","095270"
"65870","00256380","유아이엘","049520"
"65871","00165413","롯데케미칼","011170"
"65872","00528515","한라IMS","092460"
"65881","00118266","DRB동일","004840"
"65887","00161693","한샘","009240"
"65908","01110678","유틸렉스","263050"
"65976","00136776","제이준코스메틱","025620"
"65984","00297961","케이맥","043290"
"65985","00317487","에이치엘비파워","043220"
"65987","00666064","셀바스AI","108860"
"65988","00666204","제너셈","217190"
"65993","00131939","선도전기","007610"
"66031","00249441","씨씨에스","066790"
"66033","00150165","브이티지엠피","018290"
"66038","00306454","한국정보인증","053300"
"66039","00330044","캠시스","050110"
"66047","00293886","위닉스","044340"
"66070","00259934","예림당","036000"
"66071","00226352","케이엠더블유","032500"
"66075","00142661","우성사료","006980"
"66077","00531078","유비온","084440"
"66078","00163512","한진","002320"
"66080","00350020","파인디앤씨","049120"
"66081","00530413","코디엠","224060"
"66082","01046203","스튜디오산타클로스","204630"
"66083","00349732","코나아이","052400"
"66084","01085442","휴벡셀","212310"
"66085","00102751","고려산업","002140"
"66086","00974927","NEW","160550"
"66087","01222867","제테마","216080"
"66088","00609485","웅진에너지","103130"
"66089","00125743","현대비앤지스틸","004560"
"66090","00106395","금호전기","001210"
"66091","00302078","한국코퍼레이션","050540"
"66097","00223762","지니뮤직","043610"
"66109","00133511","SG세계물산","004060"
"66110","00506294","가비아","079940"
"66145","00492353","파이오링크","170790"
"66162","00172680","동국산업","005160"
"66181","00149947","JW중외제약","001060"
"66194","00305668","새론오토모티브","075180"
"66199","00140061","정산애강","022220"
"66276","00598198","컴퍼니케이","307930"
"66293","01440481","IBKS제13호스팩","351340"
"66319","00118451","동일제강","002690"
"66321","00530121","디에스케이","109740"
"66376","01182578","대유에이피","290120"
"66413","01018802","엔솔바이오사이언스","140610"
"66424","00125080","AK홀딩스","006840"
"66429","00249247","YG PLUS","037270"
"66432","00217743","화성밸브","039610"
"66439","00318316","대아티아이","045390"
"66453","00363486","로체시스템즈","071280"
"66482","01384477","엠에프엠코리아","323230"
"66516","00122472","백광산업","001340"
"66517","00371740","디스플레이텍","066670"
"66518","01430475","코람코에너지리츠","357120"
"66519","00532129","영림원소프트랩","060850"
"66520","00613318","와이지엔터테인먼트","122870"
"66521","01179617","한국비엔씨","256840"
"66522","01368637","유일에너테크","340930"
"66614","00657002","에이디테크놀로지","200710"
"66652","00171265","파라다이스","034230"
"66666","01328170","노드메이슨","317860"
"66669","00599106","코닉글로리","094860"
"66675","00867973","서남","294630"
"66690","00438036","팅크웨어","084730"
"66705","00261735","위노바","039790"
"66717","00195229","휠라홀딩스","081660"
"66721","00454946","그린케미칼","083420"
"66725","00177199","디씨엠","024090"
"66775","00154392","에스트라","016570"
"66807","00125150","SGC에너지","005090"
"66844","00146269","일신방직","003200"
"66858","00567222","우림기계","101170"
"66900","01136348","나무기술","242040"
"66915","00541862","판도라티비","202960"
"67038","00113614","대현","016090"
"67081","00917861","슈피겐코리아","192440"
"67083","01391033","NH프라임리츠","338100"
"67088","00608316","대한과학","131220"
"67109","01405585","IBKS제12호스팩","335870"
"67131","01326792","상상인이안1호스팩","307870"
"67158","00991225","더콘텐츠온","302920"
"67164","00929778","세기리텍","199870"
"67195","00564562","엠씨넥스","097520"
"67256","00864338","웹스","196700"
"67277","00681249","씨유메디칼","115480"
"67323","00670340","씨에스윈드","112610"
"67351","00104999","윌비스","008600"
"67359","00675594","디티앤씨","187220"
"67363","01336373","메드팩토","235980"
"67380","00657756","지오씨","135160"
"67399","00403793","바이브컴퍼니","301300"
"67429","01153293","제이엘케이","322510"
"67430","00138206","쌍용건설","012650"
"67440","00544452","이리츠코크렙","088260"
"67459","01062867","디알텍","214680"
"67494","01390876","상상인이안제2호스팩","329560"
"67528","01163050","다이오진","271850"
"67532","01128622","줌인터넷","239340"
"67538","00617314","타이거일렉","219130"
"67596","00797364","KC코트렐","119650"
"67736","00599489","청광건설","140290"
"67778","01259056","베스파","299910"
"67798","00121686","엠케이전자","033160"
"67818","00122481","태경비케이","014580"
"67865","00364740","머큐리","100590"
"67876","00138190","GS글로벌","001250"
"67887","00159573","한국주철관공업","000970"
"67906","00156956","한국기업평가","034950"
"67913","00133706","세하","027970"
"67916","00535481","에스와이","109610"
"67946","00267979","한일화학","007770"
"67972","01414370","하이제5호스팩","340120"
"68020","00370918","케이디켐","221980"
"68030","00146649","일진홀딩스","015860"
"68053","00110060","대백저축은행","026970"
"68067","00543107","오킨스전자","080580"
"68090","00353762","키이스트","054780"
"68133","00870481","에코캡","128540"
"68137","01201970","클리노믹스","352770"
"68144","00159005","생고뱅코리아홀딩스","002000"
"68146","00242712","엘컴텍","037950"
"68193","00398808","디지털대성","068930"
"68209","00203290","한국콜마홀딩스","024720"
"68284","00317681","메타바이오메드","059210"
"68288","00562245","태웅로직스","124560"
"68289","00132725","성보화학","003080"
"68293","00815095","우리이앤엘","153490"
"68325","00124577","엠소닉","008120"
"68400","00128032","삼일제약","000520"
"68459","00231691","판타지오","032800"
"68485","00670085","엘아이에스","138690"
"68527","00676122","지디","155960"
"68556","00138598","아비코전자","036010"
"68584","00609324","뷰웍스","100120"
"68609","01072518","디피코","163430"
"68651","00602172","와이엠티","251370"
"68672","00248053","지에스엔텍","037640"
"68684","01110182","이노테라피","246960"
"68692","00124780","사조씨푸드","014710"
"68699","00983934","아이스크림에듀","289010"
"68705","00100957","건영","012720"
"68721","00329093","코데즈컴바인","047770"
"68722","00904672","넷마블","251270"
"68723","00386937","국민은행","060000"
"68724","01031502","코아시아옵틱스","196450"
"68725","01514698","IBKS제15호스팩","373200"
"68726","01344202","뷰노","338220"
"68742","00165103","푸드웰","005670"
"68777","00536523","로보스타","090360"
"68778","00359076","브리지텍","064480"
"68808","01221947","비엔에프코퍼레이션","271780"
"68820","00632793","전진바이오팜","110020"
"68924","00221728","하츠","066130"
"69005","00634728","이크레더블","092130"
"69055","00159795","한국카본","017960"
"69062","00216027","바이넥스","053030"
"69135","00544577","에이피티씨","089970"
"69197","00140168","지투알","035000"
"69222","00115287","동방","004140"
"69291","00122898","벽산","007210"
"69325","00108746","큐로","015590"
"69328","00229021","인성정보","033230"
"69358","00763358","쎄미시스코","136510"
"69423","01344752","케어룸의료산업","327970"
"69478","01089378","MP한강","219550"
"69489","00110750","리더스 기술투자","019570"
"69526","00173698","신일전자","002700"
"69544","00557508","GKL","114090"
"69560","00899556","제룡산업","147830"
"69570","00222532","LG헬로비전","037560"
"69587","00651901","에어부산","298690"
"69594","01011438","에이치엘사이언스","239610"
"69602","00486370","성창오토텍","080470"
"69696","01276327","위지윅스튜디오","299900"
"69714","01343735","데이드림엔터","348840"
"69720","00614089","에이원알폼","234070"
"69725","01351114","케이비17호스팩","317030"
"69727","01139497","에스제이켐","217910"
"69758","00486097","나스미디어","089600"
"69759","00219848","서희건설","035890"
"69764","01023318","센코","347000"
"69766","01181515","엘앤씨바이오","290650"
"69779","00449254","쎄트렉아이","099320"
"69780","00143794","원림","005820"
"69800","00121288","모나미","005360"
"69844","00913689","세경하이테크","148150"
"69852","01063954","수젠텍","253840"
"69858","00117276","네이처셀","007390"
"69931","01020524","자이글","234920"
"69966","00146232","일성건설","013360"
"69997","00593032","LF","093050"
"70020","01262023","루트락","253610"
"70061","01371312","케이비제18호스팩","323940"
"70083","00151447","천지산업","001490"
"70139","00128175","원익큐브","014190"
"70143","01406618","비올","335890"
"70193","00146454","일양약품","007570"
"70224","00410997","누리플랜","069140"
"70236","00260408","팜스코","036580"
"70240","00158316","NICE","034310"
"70255","00131328","서주산업개발","016140"
"70298","00303192","디에이피","066900"
"70330","00162911","한일사료","005860"
"70382","00963976","SG","255220"
"70464","00140955","한솔케미칼","014680"
"70471","01082348","오스테오닉","226400"
"70548","01029394","에코마케팅","230360"
"70588","00231442","디지틀조선","033130"
"70622","00135999","신라섬유","001000"
"70629","00411446","큐에스아이","066310"
"70677","01207716","앱코","129890"
"70688","00442631","태양기계","116100"
"70743","01144569","명성티엔에스","257370"
"70744","00531865","유니테크노","241690"
"70765","01169267","세화피앤씨","252500"
"70798","00693651","비덴트","121800"
"70805","00146214","일성신약","003120"
"70827","00660750","하나머티리얼즈","166090"
"70831","00155258","포스코강판","058430"
"70936","00258102","지엔코","065060"
"70938","00971726","옵티팜","153710"
"70945","00234412","신세계인터내셔날","031430"
"70947","00411385","유비쿼스홀딩스","078070"
"70948","00167031","흥국","010240"
"70950","00365989","용평리조트","070960"
"70954","00122056","미창석유공업","003650"
"70959","01390399","미래에셋대우스팩3호","328380"
"70961","00122694","범양건영","002410"
"70980","00113243","대한제분","001130"
"70984","00203209","에쎈테크","043340"
"71025","01021949","덱스터","206560"
"71036","00101257","경남기업","000800"
"71039","01187494","덴티스","261200"
"71053","00225706","JW생명과학","234080"
"71093","00975290","에이스토리","241840"
"71113","01113499","시큐센","232830"
"71116","00568461","보광산업","225530"
"71118","00361725","에스케이커뮤니케이션즈","066270"
"71139","00112004","알바이오","003190"
"71172","00530185","이엔에프테크놀로지","102710"
"71178","00664181","인텔리안테크","189300"
"71277","00124799","사조산업","007160"
"71278","01135941","원익IPS","240810"
"71305","01109070","비피도","238200"
"71312","00109754","대림비앤코","005750"
"71342","00879020","유니트론텍","142210"
"71346","00131197","서원","021050"
"71351","00491336","잘만테크","090120"
"71360","01505186","엔에이치스팩18호","365590"
"71369","01071041","천랩","311690"
"71386","00991298","씨이랩","189330"
"71433","01228515","지엔원에너지","270520"
"71438","00447760","미래컴퍼니","049950"
"71447","00545114","랩지노믹스","084650"
"71450","00136448","신신제약","002800"
"71457","01060735","아이피몬스터","223220"
"71488","00481223","넥스피안","079560"
"71492","00671376","티웨이항공","091810"
"71530","00236863","희림","037440"
"71535","00667425","에이팩트","200470"
"71591","00163691","유수홀딩스","000700"
"71608","00357430","쎌바이오텍","049960"
"71620","00136095","조은저축은행","031920"
"71637","00624749","에스피시스템스","317830"
"71741","00125646","삼목에스폼","018310"
"71772","00132488","신세계톰보이","012580"
"71773","01144028","씨티케이코스메틱스","260930"
"71778","00219440","휴맥스홀딩스","028080"
"71785","00226316","호전실업","111110"
"71789","00632304","JW홀딩스","096760"
"71824","00678096","맥스로텍","141070"
"71839","00327396","옵트론텍","082210"
"71858","00927558","유바이오로직스","206650"
"71899","00116949","디티알오토모티브","007340"
"71923","00162072","한신기계공업","011700"
"71926","00111193","대양전기공업","108380"
"71935","00139083","아진산업","013310"
"71945","00580065","월덱스","101160"
"72012","01046391","싸이토젠","217330"
"72016","00130684","서울도시가스","017390"
"72051","00989327","엘피케이로보틱스","183350"
"72061","00269612","파워로직스","047310"
"72082","00414540","대주이엔티","114920"
"72100","01114586","셀레믹스","331920"
"72131","00148276","제일기획","030000"
"72157","00170877","진로발효","018120"
"72169","00445869","유니포인트","121060"
"72181","01032413","해성디에스","195870"
"72223","01035289","모두투어리츠","204210"
"72245","00367455","현우산업","092300"
"72256","00155586","피에스엠씨","024850"
"72297","00255433","라온시큐어","042510"
"72304","01258710","이노메트리","302430"
"72357","00365457","제이티","089790"
"72361","01108442","에치에프알","230240"
"72364","00607797","엄지하우스","224810"
"72399","01188730","시그넷이브이","260870"
"72405","00965813","미투온","201490"
"72409","01168684","스튜디오드래곤","253450"
"72425","00153278","서연탑메탈","019770"
"72521","00398701","엘앤에프","066970"
"72551","01181807","까스텔바작","308100"
"72598","00664288","스페이스솔루션","245030"
"72599","00422284","메가스터디","072870"
"72604","00428321","해태제과식품","101530"
"72618","01203507","에스엠비나","299670"
"72666","00563518","비나텍","126340"
"72702","00226547","오상자이엘","053980"
"72704","00124027","부산산업","011390"
"72706","01003040","케이사인","192250"
"72716","00118460","태림페이퍼","019300"
"72765","01016886","테크엔","308700"
"72784","00364254","알티캐스트","085810"
"72791","00137368","신풍제지","002870"
"72828","01011395","레몬","294140"
"72855","00526599","덴티움","145720"
"72897","00173078","명신산업","009900"
"72910","01059605","디와이파워","210540"
"72949","00767628","나이벡","138610"
"73029","00273420","이스트소프트","047560"
"73064","01208885","경동도시가스","267290"
"73076","00361594","DMS","068790"
"73087","00787057","휴맥스","115160"
"73122","00442048","아바텍","149950"
"73140","01114559","씨엔티드림","286000"
"73148","00137252","사조동아원","008040"
"73166","01236897","제일약품","271980"
"73173","00684802","에이플러스에셋","244920"
"73182","01205842","현대건설기계","267270"
"73188","00166272","화승알앤에이","013520"
"73192","00218052","국제엘렉트릭코리아","053740"
"73212","00407771","듀오백","073190"
"73219","01393299","케이비제19호스팩","330990"
"73251","01137295","프리시젼바이오","335810"
"73273","01336443","한국제8호스팩","310870"
"73279","00113128","대한약품","023910"
"73304","00116806","동아","012760"
"73474","01388631","오션스톤","329020"
"73493","01316245","효성중공업","298040"
"73495","00138260","SIMPAC","009160"
"73519","00624509","디바이스이엔지","187870"
"73526","00140946","한솔로지스틱스","009180"
"73544","00874803","AP위성","211270"
"73546","01187865","앙츠","267810"
"73582","00162081","한국투자파트너스","019560"
"73643","00220622","서호전기","065710"
"73665","00556907","에이스테크","088800"
"73687","00520610","씨큐브","101240"
"73696","01407158","신한제6호스팩","333050"
"73703","01407909","대신밸런스제8호스팩","336570"
"73737","00659161","싸이맥스","160980"
"73752","00415868","펩트론","087010"
"73767","00134176","세우글로벌","013000"
"73770","00127042","삼양통상","002170"
"73774","01117246","파인이엠텍","278990"
"73780","01326279","아이엘사이언스","307180"
"73781","00151863","센트럴인사이트","012600"
"73782","01358463","엔에이치스팩14호","319400"
"73784","01513404","하나머스트7호스팩","372290"
"73821","01102095","쿠첸","225650"
"73833","01196313","유에스티","263770"
"73848","00454399","이상네트웍스","080010"
"73853","00875307","야스","255440"
"73899","00961774","유티아이","179900"
"73907","01165155","모비스","250060"
"73936","00117577","오리온홀딩스","001800"
"73970","00303703","CS","065770"
"73980","00239514","삼진엘앤디","054090"
"73998","00172291","더존비즈온","012510"
"74017","00408266","유니온커뮤니티","203450"
"74019","00358271","에스에프에이","056190"
"74071","00141626","오리엔트바이오","002630"
"74081","01015726","미래테크놀로지","213090"
"74088","01359815","윈텍","320000"
"74178","00540447","유니테스트","086390"
"74224","00156354","지엠비코리아","013870"
"74226","01337220","키움제5호스팩","311270"
"74237","00579980","아이티엠반도체","084850"
"74261","00983916","제노포커스","187420"
"74264","00601191","하나기술","299030"
"74367","00112059","상상인증권","001290"
"74368","00298687","스포츠서울","039670"
"74369","00352499","링네트","042500"
"74370","00811372","노바렉스","194700"
"74371","00660459","나노씨엠에스","247660"
"74372","00400060","이씨에스","067010"
"74380","00243988","에스케이브로드밴드","033630"
"74405","00136226","신성델타테크","065350"
"74432","00175650","케이씨더블류","068060"
"74434","00102353","경창산업","024910"
"74436","00374020","이엘피","063760"
"74440","00883980","아이디스","143160"
"74442","01089350","켐트로스","220260"
"74447","01213586","아이디피","332370"
"74449","00268002","세종텔레콤","036630"
"74450","01335453","오하임아이엔티","309930"
"74453","00218575","황금에스티","032560"
"74454","00173661","에스지신성건설","001970"
"74474","00563147","에스에이티이엔지","158300"
"74496","00163318","모헨즈","006920"
"74514","00154462","아모레퍼시픽그룹","002790"
"74536","00134477","S&T중공업","003570"
"74537","00208134","KNN","058400"
"74538","00234227","유진로봇","056080"
"74539","00154426","아이에이치큐","003560"
"74540","00400857","에이블씨엔씨","078520"
"74541","01510489","프레스티지바이오파마","950210"
"74542","01010642","녹십자랩셀","144510"
"74569","00531014","유진테크","084370"
"74579","01391103","브랜드엑스코퍼레이션","337930"
"74640","00133715","대주코레스","008340"
"74660","00495086","픽셀플러스","087600"
"74674","00334624","팍스넷","038160"
"74725","00243757","인포뱅크","039290"
"74742","01032404","콜마비앤에이치","200130"
"74783","00117966","동원개발","013120"
"74795","00107066","남광토건","001260"
"74843","00336817","에이치엘비제약","047920"
"74870","01018617","메디쎄이","200580"
"74877","00422895","세이브존I&C","067830"
"74889","00890388","지성이씨에스","138290"
"74913","00604268","에이프로","262260"
"74927","00151605","청보산업","013720"
"74954","00876865","네오오토","212560"
"74967","00165680","호텔신라","008770"
"74970","00862853","플레이디","237820"
"74975","00978075","옐로페이","179720"
"74980","00353230","프리젠","060910"
"74992","01047707","바이오로그디바이스","208710"
"74993","01182444","셀리버리","268600"
"75007","00390903","우주일렉트로","065680"
"75062","00138516","아남전자","008700"
"75071","00373571","룽투코리아","060240"
"75088","00561866","락앤락","115390"
"75107","00137289","이라이콤","041520"
"75128","01259418","대보마그네틱","290670"
"75144","00373447","서린바이오","038070"
"75179","00413523","한미글로벌","053690"
"75181","01137897","SGA클라우드서비스","224880"
"75205","00178754","동아지질","028100"
"75214","00450010","센트랄모텍","308170"
"75224","01142400","이루다","164060"
"75226","00965062","코셋","189350"
"75235","00453284","교촌에프앤비","339770"
"75237","00989664","코아스템","166480"
