"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"345","025860","남해화학",8890,250,2.89,335,26.54,8735,1.02,60,0.67
"346","111710","남화산업",10350,-350,-3.27,150,69,6556,1.58,50,0.48
"347","091590","남화토건",11750,-400,-3.29,424,27.71,11305,1.04,70,0.6
"348","168330","내츄럴엔도텍",2525,0,0,NA,NA,1010,2.5,0,0
"349","253590","네오셈",3410,-20,-0.58,NA,NA,999,3.41,10,0.29
"350","212560","네오오토",5640,-190,-3.26,317,17.79,10077,0.56,50,0.89
"351","095660","네오위즈",22800,-100,-0.44,1133,20.12,14741,1.55,0,0
"352","042420","네오위즈홀딩스",36700,1300,3.67,2529,14.51,36556,1,123,0.34
"353","311390","네오크레마",7760,40,0.52,164,47.32,5197,1.49,0,0
"354","085910","네오티스",3990,-10,-0.25,135,29.56,3880,1.03,250,6.27
"355","092730","네오팜",32600,50,0.15,2570,12.68,12878,2.53,750,2.3
"356","290660","네오펙트",2860,50,1.78,NA,NA,907,3.15,0,0
"357","306620","네온테크",4070,225,5.85,4,1017.5,1822,2.23,0,0
"358","153460","네이블",6540,180,2.83,NA,NA,3674,1.78,0,0
"359","007390","네이처셀",9800,900,10.11,16,612.5,1338,7.32,0,0
"360","033640","네패스",37500,-500,-1.32,1349,27.8,9053,4.14,270,0.72
"361","330860","네패스아크",40900,-400,-0.97,763,53.6,3876,10.55,0,0
"362","005720","넥센",4610,-25,-0.54,1055,4.37,18028,0.26,80,1.74
"363","005725","넥센우",2990,50,1.7,NA,NA,NA,NA,85,2.84
"364","002350","넥센타이어",7660,-130,-1.67,1153,6.64,14921,0.51,105,1.37
"365","002355","넥센타이어1우B",2910,-10,-0.34,NA,NA,NA,NA,110,3.78
"366","089140","넥스턴",17550,1700,10.73,539,32.56,8455,2.08,100,0.57
"367","065170","넥스트BT",1420,35,2.53,NA,NA,734,1.93,0,0
"368","003580","넥스트사이언스",5160,605,13.28,NA,NA,2692,1.92,0,0
"369","137940","넥스트아이",1265,-15,-1.17,NA,NA,1028,1.23,0,0
"370","348210","넥스틴",66700,-2900,-4.17,NA,NA,180,370.56,0,0
"371","041140","넥슨지티",13500,-100,-0.74,85,158.82,3040,4.44,0,0
"372","217270","넵튠",26800,2650,10.97,NA,NA,2945,9.1,0,0
"373","225570","넷게임즈",13300,-600,-4.32,NA,NA,1323,10.05,0,0
"374","251270","넷마블",120500,-2000,-1.63,1883,63.99,51919,2.32,0,0
"375","104620","노랑풍선",25650,1400,5.77,NA,NA,11795,2.17,200,0.78
"376","090350","노루페인트",9480,-30,-0.32,923,10.27,15754,0.6,275,2.9
"377","090355","노루페인트우",13000,200,1.56,NA,NA,NA,NA,280,2.15
"378","000320","노루홀딩스",11450,-100,-0.87,439,26.08,27108,0.42,400,3.49
"379","000325","노루홀딩스우",15800,200,1.28,NA,NA,NA,NA,405,2.56
"380","194700","노바렉스",39400,-500,-1.25,1850,21.3,10195,3.86,200,0.51
"381","285490","노바텍",34100,-300,-0.87,548,62.23,2838,12.02,242,0.71
"382","278650","노터스",27150,-100,-0.37,650,41.77,5581,4.86,0,0
"383","006280","녹십자",334000,-7000,-2.05,NA,NA,89738,3.72,1000,0.3
"384","144510","녹십자랩셀",96800,600,0.62,NA,NA,4174,23.19,25,0.03
"385","031390","녹십자셀",42600,300,0.71,923,46.15,6986,6.1,100,0.23
"386","142280","녹십자엠에스",10050,-100,-0.99,NA,NA,2348,4.28,0,0
"387","234690","녹십자웰빙",12100,-50,-0.41,400,30.25,4685,2.58,80,0.66
"388","005250","녹십자홀딩스",34000,-800,-2.3,59,576.27,16407,2.07,325,0.96
"389","005257","녹십자홀딩스2우",108000,17000,18.68,NA,NA,NA,NA,325,0.3
"390","065560","녹원씨엔아이",5770,0,0,NA,NA,4418,1.31,0,0
"391","004370","농심",277000,1500,0.54,12277,22.56,316955,0.87,4000,1.44
"392","072710","농심홀딩스",74200,0,0,7887,9.41,198514,0.37,2000,2.7
"393","054050","농우바이오",12450,200,1.63,436,28.56,14399,0.86,200,1.61
"394","040160","누리텔레콤",7380,-100,-1.34,761,9.7,5666,1.3,50,0.68
"395","069140","누리플랜",7380,270,3.8,NA,NA,4313,1.71,0,0
"396","126870","뉴로스",3305,-270,-7.55,NA,NA,2748,1.2,0,0
"397","060260","뉴보텍",1385,5,0.36,66,20.98,826,1.68,0,0
"398","012340","뉴인텍",4055,5,0.12,NA,NA,899,4.51,0,0
"399","214870","뉴지랩",11100,-250,-2.2,NA,NA,2710,4.1,0,0
"400","270870","뉴트리",29100,300,1.04,1056,27.56,6336,4.59,150,0.52
"401","144960","뉴파워프라즈마",6040,-60,-0.98,135,44.74,3269,1.85,0,0
"402","085670","뉴프렉스",1960,10,0.51,NA,NA,2301,0.85,0,0
"403","119860","다나와",32800,-400,-1.2,1822,18,8387,3.91,400,1.22
"404","064260","다날",8670,-330,-3.67,434,19.98,3168,2.74,0,0
"405","093640","다믈멀티미디어",3080,-230,-6.95,53,58.11,1961,1.57,0,0
"406","039560","다산네트웍스",9750,180,1.88,51,191.18,5002,1.95,0,0
"407","058730","다스코",5000,-20,-0.4,125,40,8008,0.62,0,0
"408","023590","다우기술",26750,650,2.49,4283,6.25,29783,0.9,400,1.5
"409","032190","다우데이타",12650,150,1.2,1782,7.1,15886,0.8,180,1.42
"410","068240","다원시스 [락]",18850,-350,-1.82,155,121.61,7550,2.5,100,0.53
"411","019680","대교",4065,60,1.5,190,21.39,5848,0.7,170,4.18
"412","019685","대교우B",2580,10,0.39,NA,NA,NA,NA,180,6.98
"413","006370","대구백화점",9200,130,1.43,NA,NA,25376,0.36,100,1.09
"414","008060","대덕",6800,60,0.89,976,6.97,12786,0.53,300,4.41
"415","00806K","대덕1우",8120,320,4.1,NA,NA,NA,NA,305,3.76
"416","353200","대덕전자",14250,150,1.06,NA,NA,NA,NA,0,0
"417","35320K","대덕전자1우",9260,150,1.65,NA,NA,NA,NA,0,0
"418","000490","대동공업",8500,90,1.07,150,56.67,9019,0.94,60,0.71
"419","020400","대동금속",9230,-10,-0.11,NA,NA,13552,0.68,60,0.65
"420","008830","대동기어",3700,55,1.51,NA,NA,6383,0.58,25,0.68
"421","048470","대동스틸",5380,10,0.19,32,168.13,6111,0.88,30,0.56
"422","008110","대동전자",5620,10,0.18,512,10.98,13257,0.42,500,8.9
"423","004780","대륙제관",5350,40,0.75,337,15.88,6719,0.8,100,1.87
"424","005750","대림B&Co",5390,-50,-0.92,132,40.83,9607,0.56,130,2.41
"425","001880","대림건설",32850,1400,4.45,6265,5.24,30161,1.09,400,1.22
"426","017650","대림제지",12450,50,0.4,280,44.46,17050,0.73,0,0
"427","006570","대림통상",3930,15,0.38,NA,NA,6005,0.65,140,3.56
"428","007720","대명소노시즌",1465,75,5.4,633,2.31,1643,0.89,0,0
"429","317850","대모",4925,95,1.97,235,20.96,5213,0.94,70,1.42
"430","290670","대보마그네틱",34650,-800,-2.26,593,58.43,5448,6.36,0,0
"431","078140","대봉엘에스",9800,120,1.24,517,18.96,7289,1.34,50,0.51
"432","001680","대상",25300,150,0.6,2976,8.5,27896,0.91,600,2.37
"433","001685","대상우",17400,600,3.57,NA,NA,NA,NA,610,3.51
"434","084690","대상홀딩스",9600,160,1.69,1946,4.93,15703,0.61,200,2.08
"435","084695","대상홀딩스우",8140,20,0.25,NA,NA,NA,NA,210,2.58
"436","036480","대성미생물",17700,-150,-0.84,750,23.6,9235,1.92,85,0.48
"437","128820","대성산업",3830,5,0.13,NA,NA,9118,0.42,0,0
"438","117580","대성에너지",5320,10,0.19,474,11.22,11145,0.48,250,4.7
"439","025440","대성엘텍",1325,70,5.58,NA,NA,387,3.42,0,0
"440","027830","대성창투",3035,700,29.98,NA,NA,1250,2.43,0,0
"441","104040","대성파인텍",2750,-20,-0.72,39,70.51,1693,1.62,0,0
"442","016710","대성홀딩스",27800,450,1.65,837,33.21,26020,1.07,250,0.9
"443","332290","대신밸런스제7호스팩",2110,0,0,NA,NA,NA,NA,0,0
"444","336570","대신밸런스제8호스팩",2095,5,0.24,NA,NA,NA,NA,0,0
"445","369370","대신밸런스제9호스팩",2080,0,0,NA,NA,NA,NA,0,0
"446","020180","대신정보통신",1785,70,4.08,39,45.77,678,2.63,10,0.56
"447","003540","대신증권",14600,-150,-1.02,1310,11.15,22870,0.64,1000,6.85
"448","003547","대신증권2우B",11000,-200,-1.79,NA,NA,NA,NA,1050,9.55
"449","003545","대신증권우",11650,-50,-0.43,NA,NA,NA,NA,1050,9.01
"450","045390","대아티아이",5390,190,3.65,30,179.67,1327,4.06,20,0.37
"451","009190","대양금속",3810,65,1.74,230,16.57,1907,2,0,0
"452","108380","대양전기공업",16150,50,0.31,1334,12.11,21740,0.74,200,1.24
"453","006580","대양제지",3260,0,0,1070,3.05,5010,0.65,40,1.23
"454","014160","대영포장",2450,-95,-3.73,100,24.5,1389,1.76,0,0
"455","047040","대우건설",6300,340,5.7,508,12.4,5916,1.06,0,0
"456","009320","대우부품",2690,0,0,NA,NA,775,3.47,0,0
"457","042660","대우조선해양",26450,0,0,NA,NA,35025,0.76,0,0
"458","003090","대웅",32700,-550,-1.65,1446,22.61,10795,3.03,100,0.31
"459","069620","대웅제약",123000,-1500,-1.2,2132,57.69,44820,2.74,600,0.49
"460","007680","대원",9410,130,1.4,845,11.14,25261,0.37,250,2.66
"461","000430","대원강업",4080,-5,-0.12,258,15.81,7743,0.53,115,2.82
"462","048910","대원미디어",11150,200,1.83,90,123.89,6244,1.79,0,0
"463","005710","대원산업",6610,-10,-0.15,1950,3.39,15540,0.43,125,1.89
"464","006340","대원전선",1585,-30,-1.86,NA,NA,1136,1.4,0,0
"465","006345","대원전선우",2635,115,4.56,NA,NA,NA,NA,0,0
"466","003220","대원제약",16000,300,1.91,1306,12.25,9660,1.66,260,1.63
"467","024890","대원화성",1980,-30,-1.49,104,19.04,1925,1.03,10,0.51
"468","290380","대유",15350,-50,-0.32,543,28.27,6992,2.2,250,1.63
"469","002880","대유에이텍",1165,35,3.1,94,12.39,1013,1.15,0,0
"470","290120","대유에이피",6930,30,0.43,733,9.45,4288,1.62,200,2.89
"471","000300","대유플러스",819,19,2.38,152,5.39,953,0.86,0,0
"472","120240","대정화금",25950,50,0.19,855,30.35,17078,1.52,300,1.16
"473","003310","대주산업",2335,-25,-1.06,51,45.78,1472,1.59,30,1.28
"474","078600","대주전자재료",38050,-50,-0.13,NA,NA,5269,7.22,0,0
"475","012800","대창",1900,5,0.26,66,28.79,2023,0.94,10,0.53
"476","015230","대창단조",7050,10,0.14,1039,6.79,12724,0.55,220,3.12
"477","096350","대창솔루션",442,-11,-2.43,NA,NA,412,1.07,0,0
"478","140520","대창스틸",2725,50,1.87,NA,NA,4685,0.58,100,3.67
"479","131220","대한과학",13900,50,0.36,165,84.24,3788,3.67,60,0.43
"480","010170","대한광통신",3320,35,1.07,NA,NA,2433,1.36,0,0
"481","060900","대한그린파워",1820,-115,-5.94,NA,NA,188,9.68,0,0
"482","054670","대한뉴팜",10950,0,0,1085,10.09,4254,2.57,0,0
"483","001070","대한방직",40150,-50,-0.12,NA,NA,23893,1.68,0,0
"484","023910","대한약품",34500,0,0,4694,7.35,27796,1.24,400,1.16
"485","006650","대한유화",312000,-7000,-2.19,17218,18.12,273632,1.14,2500,0.8
"486","001440","대한전선",975,0,0,NA,NA,345,2.83,0,0
"487","084010","대한제강",13600,350,2.64,1340,10.15,18665,0.73,200,1.47
"488","001790","대한제당",22550,150,0.67,1717,13.13,48261,0.47,675,2.99
"489","001795","대한제당우",18400,800,4.55,NA,NA,NA,NA,700,3.8
"490","001130","대한제분",144000,2000,1.41,10196,14.12,449614,0.32,2000,1.39
"491","003490","대한항공",28050,350,1.26,NA,NA,17950,1.56,0,0
"492","003495","대한항공우",40200,1500,3.88,NA,NA,NA,NA,0,0
"493","005880","대한해운",3570,-130,-3.51,374,9.55,3394,1.05,0,0
"494","003830","대한화섬",119500,0,0,20048,5.96,401661,0.3,410,0.34
"495","016090","대현",2145,-45,-2.05,376,5.7,4498,0.48,100,4.66
"496","069460","대호에이엘",2540,40,1.6,NA,NA,972,2.61,0,0
"497","021040","대호피앤씨",817,-3,-0.37,10,81.7,933,0.88,0,0
"498","021045","대호피앤씨우",1275,40,3.24,NA,NA,NA,NA,0,0
"499","067080","대화제약",12100,0,0,600,20.17,4354,2.78,150,1.24
"500","298540","더네이쳐홀딩스",54200,-800,-1.45,3167,17.11,12200,4.44,0,0
"501","192080","더블유게임즈",56200,900,1.63,6541,8.59,35440,1.59,350,0.62
"502","299170","더블유에스아이",2725,85,3.22,NA,NA,NA,NA,0,0
"503","035290","더블유에프엠",1305,0,0,NA,NA,50,26.1,0,0
"504","012510","더존비즈온",102500,-1500,-1.44,1684,60.87,11427,8.97,470,0.46
"505","213420","덕산네오룩스",42300,50,0.12,798,53.01,6662,6.35,0,0
"506","317330","덕산테코피아",18500,-200,-1.07,696,26.58,7900,2.34,0,0
"507","077360","덕산하이메탈",12000,0,0,563,21.31,8904,1.35,0,0
"508","004830","덕성",11150,0,0,10,1115,3690,3.02,20,0.18
"509","004835","덕성우",17300,650,3.9,NA,NA,NA,NA,25,0.14
"510","090410","덕신하우징",1420,20,1.43,39,36.41,1814,0.78,0,0
"511","024900","덕양산업",3040,-55,-1.78,NA,NA,1439,2.11,0,0
"512","263600","덕우전자",8790,-40,-0.45,556,15.81,5581,1.57,140,1.59
"513","194480","데브시스터즈",63500,3600,6.01,NA,NA,9195,6.91,0,0
"514","263800","데이타솔루션",5960,170,2.94,NA,NA,1623,3.67,0,0
"515","206560","덱스터",7330,-80,-1.08,NA,NA,2242,3.27,0,0
"516","261200","덴티스",2195,25,1.15,NA,NA,NA,NA,0,0
"517","145720","덴티움",64700,2500,4.02,1714,37.75,18695,3.46,0,0
"518","067990","도이치모터스",6610,-30,-0.45,2036,3.25,8689,0.76,0,0
"519","002150","도화엔지니어링",8110,60,0.75,519,15.63,7490,1.08,250,3.08
"520","006620","동구바이오제약",11550,650,5.96,536,21.55,3018,3.83,100,0.87
"521","100130","동국S&C",6270,100,1.62,171,36.67,4582,1.37,100,1.59
"522","005160","동국산업",3470,50,1.46,263,13.19,7054,0.49,130,3.75
"523","075970","동국알앤에스",5510,1265,29.8,140,39.36,4066,1.36,80,1.45
"524","001230","동국제강",10600,250,2.42,NA,NA,19382,0.55,0,0
"525","086450","동국제약",28300,-150,-0.53,1283,22.06,8031,3.52,160,0.57
"526","023450","동남합성",47250,500,1.07,4926,9.59,20576,2.3,200,0.42
"527","004140","동방",7810,-1200,-13.32,NA,NA,2695,2.9,0,0
"528","099410","동방선기",1630,45,2.84,NA,NA,2108,0.77,0,0
"529","007590","동방아그로",6730,40,0.6,555,12.13,10032,0.67,250,3.71
"530","005960","동부건설",12750,450,3.66,2814,4.53,19059,0.67,700,5.49
"531","005965","동부건설우",22600,600,2.73,NA,NA,NA,NA,750,3.32
"532","026960","동서",30800,-700,-2.22,1388,22.19,13419,2.3,700,2.27
"533","002210","동성제약",11750,50,0.43,NA,NA,2689,4.37,0,0
"534","102260","동성코퍼레이션",4950,20,0.41,128,38.67,6198,0.8,200,4.04
"535","033500","동성화인텍",11750,200,1.73,634,18.53,3517,3.34,220,1.87
"536","005190","동성화학",16200,0,0,2517,6.44,21972,0.74,600,3.7
"537","025950","동신건설",38800,-700,-1.77,100,388,10388,3.74,0,0
"538","000640","동아쏘시오홀딩스",106500,1500,1.43,3220,33.07,121392,0.88,1000,0.94
"539","170900","동아에스티",83000,0,0,8404,9.88,76488,1.09,1000,1.2
"540","088130","동아엘텍",9190,50,0.55,1111,8.27,15454,0.59,150,1.63
"541","028100","동아지질",16450,150,0.92,1686,9.76,16860,0.98,200,1.22
"542","282690","동아타이어",10600,100,0.95,1799,5.89,25988,0.41,500,4.72
"543","041930","동아화성",12800,-150,-1.16,684,18.71,6826,1.88,50,0.39
"544","001520","동양",1270,-5,-0.39,NA,NA,3428,0.37,40,3.15
"545","001527","동양2우B",11900,200,1.71,NA,NA,NA,NA,150,1.26
"546","001529","동양3우B",24100,250,1.05,NA,NA,NA,NA,150,0.62
"547","084670","동양고속",23650,0,0,12104,1.95,45514,0.52,4700,19.87
"548","002900","동양물산",1505,20,1.35,61,24.67,882,1.71,0,0
"549","082640","동양생명",4230,5,0.12,739,5.72,16121,0.26,230,5.44
"550","060380","동양에스텍",2605,140,5.68,101,25.79,2615,1,100,3.84
"551","001525","동양우",6700,160,2.45,NA,NA,NA,NA,90,1.34
"552","079960","동양이엔피",17800,50,0.28,3154,5.64,27524,0.65,300,1.69
"553","008970","동양철관",1240,0,0,15,82.67,671,1.85,0,0
"554","228340","동양파일",5290,30,0.57,NA,NA,6112,0.87,0,0
"555","092780","동양피스톤",6080,-10,-0.16,753,8.07,8059,0.75,120,1.97
"556","088910","동우팜투테이블",3520,95,2.77,102,34.51,7357,0.48,0,0
"557","094170","동운아나텍",10200,-50,-0.49,503,20.28,1503,6.79,50,0.49
"558","049770","동원F&B",189000,-4000,-2.07,17015,11.11,176519,1.07,3000,1.59
"559","013120","동원개발",5450,0,0,933,5.84,8492,0.64,170,3.12
"560","018500","동원금속",1210,10,0.83,350,3.46,1363,0.89,0,0
"561","006040","동원산업",262500,4500,1.74,12635,20.78,282744,0.93,2000,0.76
"562","030720","동원수산",8840,40,0.45,1304,6.78,10939,0.81,0,0
"563","014820","동원시스템즈",50500,700,1.41,1485,34.01,17529,2.88,500,0.99
"564","014825","동원시스템즈우",32950,50,0.15,NA,NA,NA,NA,550,1.67
"565","163560","동일고무벨트",8850,-40,-0.45,597,14.82,13940,0.63,100,1.13
"566","109860","동일금속",12200,50,0.41,2420,5.04,17743,0.69,280,2.3
"567","032960","동일기연",13350,200,1.52,852,15.67,14924,0.89,40,0.3
"568","004890","동일산업",78200,-600,-0.76,1726,45.31,145886,0.54,750,0.96
"569","002690","동일제강",3285,-75,-2.23,74,44.39,8703,0.38,10,0.3
"570","023790","동일철강",5460,-10,-0.18,611,8.94,7397,0.74,0,0
"571","005290","동진쎄미켐",30850,-350,-1.12,1138,27.11,6931,4.45,90,0.29
"572","025900","동화기업",50100,-400,-0.79,1581,31.69,26226,1.91,150,0.3
"573","000020","동화약품",14350,50,0.35,341,42.08,10772,1.33,120,0.84
"574","000150","두산",49300,-800,-1.6,21900,2.25,72969,0.68,5200,10.55
"575","000157","두산2우B",57200,1600,2.88,NA,NA,NA,NA,5200,9.09
"576","241560","두산밥캣",35850,250,0.7,2716,13.2,39692,0.9,1200,3.35
"577","000155","두산우",38600,-50,-0.13,NA,NA,NA,NA,5250,13.6
"578","042670","두산인프라코어",8090,-20,-0.25,1153,7.02,10677,0.76,0,0
"579","034020","두산중공업",11350,0,0,NA,NA,11643,0.97,0,0
"580","336260","두산퓨얼셀",49500,550,1.12,162,305.56,2277,21.74,0,0
"581","33626K","두산퓨얼셀1우",15200,150,1,NA,NA,NA,NA,0,0
"582","33626L","두산퓨얼셀2우B",18200,50,0.28,NA,NA,NA,NA,0,0
"583","016740","두올",4920,80,1.65,374,13.16,5223,0.94,80,1.63
"584","073190","듀오백",7270,-410,-5.34,NA,NA,2289,3.18,0,0
"585","030350","드래곤플라이",2425,30,1.25,NA,NA,773,3.14,0,0
"586","203650","드림시큐리티",4455,150,3.48,69,64.57,1271,3.51,0,0
"587","223250","드림씨아이에스",15200,0,0,1032,14.73,2671,5.69,0,0
"588","060570","드림어스컴퍼니",5420,20,0.37,NA,NA,2074,2.61,0,0
"589","192650","드림텍",9270,-90,-0.96,417,22.23,3575,2.59,160,1.73
"590","217620","디딤",2065,175,9.26,39,52.95,887,2.33,0,0
"591","187870","디바이스이엔지",37200,-950,-2.49,698,53.3,9062,4.11,0,0
"592","066670","디스플레이텍",3990,-50,-1.24,316,12.63,8006,0.5,100,2.51
"593","024090","디씨엠",14750,650,4.61,2385,6.18,14933,0.99,500,3.39
"594","003160","디아이",6770,-70,-1.02,23,294.35,4256,1.59,50,0.74
"595","092200","디아이씨",3250,-45,-1.37,NA,NA,3969,0.82,0,0
"596","110990","디아이티",9420,-200,-2.08,713,13.21,9120,1.03,200,2.12
"597","263690","디알젬",12900,250,1.98,485,26.6,2872,4.49,50,0.39
"598","214680","디알텍",1505,-10,-0.66,20,75.25,763,1.97,0,0
"599","263720","디앤씨미디어",35350,-50,-0.14,404,87.5,3383,10.45,0,0
"600","109740","디에스케이",6310,10,0.16,308,20.49,5531,1.14,0,0
"601","033430","디에스티",370,0,0,NA,NA,64,5.78,0,0
"602","131030","디에이치피코리아",7870,70,0.9,894,8.8,6505,1.21,100,1.27
"603","196490","디에이테크놀로지",6480,0,0,NA,NA,5715,1.13,0,0
"604","066900","디에이피",4035,-15,-0.37,54,74.72,4423,0.91,0,0
"605","127120","디엔에이링크",4990,-200,-3.85,NA,NA,815,6.12,0,0
"606","092070","디엔에프",21200,-200,-0.93,220,96.36,8388,2.53,0,0
"607","134580","디엠티",2760,30,1.1,NA,NA,2181,1.27,0,0
"608","039840","디오",38250,1250,3.38,1483,25.79,9174,4.17,0,0
